Country,Year,TemperatureChange
Dominica,2007,0.887
Dominica,2008,0.301
Dominica,2009,0.522
Dominica,2010,1.295
Dominica,2011,0.582
Dominica,2012,0.685
Dominica,2013,0.702
Dominica,2014,0.71
Dominica,2015,1.004
Dominica,2016,1.173
Dominica,2017,0.925
Dominica,2018,0.787
Dominica,2019,0.879
Dominica,2020,1.179
Dominica,2021,0.878
Dominica,2022,0.786
Dominica,2023,1.116
Dominican Republic,1961,-0.06
Dominican Republic,1962,-0.057
Dominican Republic,1963,0.057
Dominican Republic,1964,0.163
Dominican Republic,1965,-0.331
Dominican Republic,1966,0.018
Dominican Republic,1967,-0.239
Dominican Republic,1968,-0.256
Dominican Republic,1969,0.359
Dominican Republic,1970,0.101
Dominican Republic,1971,-0.176
Dominican Republic,1972,-0.026
Dominican Republic,1973,0.428
Dominican Republic,1974,-0.399
Dominican Republic,1975,0.008
Dominican Republic,1976,-0.291
Dominican Republic,1977,0.3
Dominican Republic,1978,0.09
Dominican Republic,1979,0.304
Dominican Republic,1980,0.741
Dominican Republic,1981,0.612
Dominican Republic,1982,0.457
Dominican Republic,1983,0.7
Dominican Republic,1984,0.282
Dominican Republic,1985,0.112
Dominican Republic,1986,0.228
Dominican Republic,1987,0.744
Dominican Republic,1988,0.565
Dominican Republic,1989,0.224
Dominican Republic,1990,0.651
Dominican Republic,1991,0.585
Dominican Republic,1992,0.203
Dominican Republic,1993,0.335
Dominican Republic,1994,0.708
Dominican Republic,1995,0.714
Dominican Republic,1996,0.62
Dominican Republic,1997,0.836
Dominican Republic,1998,1.23
Dominican Republic,1999,0.889
Dominican Republic,2000,0.548
Dominican Republic,2001,0.672
Dominican Republic,2002,0.929
Dominican Republic,2003,1.048
Dominican Republic,2004,0.642
Dominican Republic,2005,0.883
Dominican Republic,2006,0.936
Dominican Republic,2007,1.052
Dominican Republic,2008,0.561
Dominican Republic,2009,0.82
Dominican Republic,2010,1.007
Dominican Republic,2011,0.71
Dominican Republic,2012,0.707
Dominican Republic,2013,1.103
Dominican Republic,2014,1.132
Dominican Republic,2015,1.303
Dominican Republic,2016,1.106
Dominican Republic,2017,1.009
Dominican Republic,2018,1.074
Dominican Republic,2019,1.46
Dominican Republic,2020,1.636
Dominican Republic,2021,0.948
Dominican Republic,2022,0.899
Dominican Republic,2023,1.544
East Timor,1961,-0.36
East Timor,1962,-0.029
East Timor,1963,-0.642
East Timor,1964,-0.179
East Timor,1965,NaN
East Timor,1966,0.086
East Timor,1967,-0.419
East Timor,1968,-0.024
East Timor,1969,0.117
East Timor,1970,0.29
East Timor,1971,0.115
East Timor,1972,-0.183
East Timor,1973,0.649
East Timor,1974,-0.323
East Timor,1975,-0.354
East Timor,1976,-0.056
East Timor,1977,0.403
East Timor,1978,0.833
East Timor,1979,0.352
East Timor,1980,0.413
East Timor,1981,0.762
East Timor,1982,-0.397
East Timor,1983,0.376
East Timor,1984,0.127
East Timor,1985,0.48
East Timor,1986,0.122
East Timor,1987,NaN
East Timor,1988,NaN
East Timor,1989,NaN
East Timor,1990,-0.718
East Timor,1991,NaN
East Timor,1992,NaN
East Timor,1993,NaN
East Timor,1994,NaN
East Timor,1995,0.165
East Timor,1996,0.206
East Timor,1997,-0.063
East Timor,1998,0.825
East Timor,1999,-0.038
East Timor,2000,NaN
East Timor,2001,NaN
East Timor,2002,NaN
East Timor,2003,0.292
East Timor,2004,0.352
East Timor,2005,1.048
East Timor,2006,0.117
East Timor,2007,0.423
East Timor,2008,0.175
East Timor,2009,0.554
East Timor,2010,0.837
East Timor,2011,-0.236
East Timor,2012,-0.273
East Timor,2013,0.527
East Timor,2014,0.465
East Timor,2015,0.525
East Timor,2016,1.413
East Timor,2017,0.742
East Timor,2018,0.333
East Timor,2019,0.443
East Timor,2020,1.351
East Timor,2021,0.693
East Timor,2022,0.601
East Timor,2023,0.215
Ecuador,1961,-0.19
Ecuador,1962,-0.237
Ecuador,1963,-0.09
Ecuador,1964,-0.268
Ecuador,1965,0.257
Ecuador,1966,0.05
Ecuador,1967,-0.427
Ecuador,1968,-0.351
Ecuador,1969,0.405
Ecuador,1970,-0.175
Ecuador,1971,-0.54
Ecuador,1972,0.542
Ecuador,1973,0.148
Ecuador,1974,-0.284
Ecuador,1975,-0.351
Ecuador,1976,0.289
Ecuador,1977,0.244
Ecuador,1978,0.241
Ecuador,1979,0.491
Ecuador,1980,0.438
Ecuador,1981,0.118
Ecuador,1982,0.631
Ecuador,1983,1.161
Ecuador,1984,0.06
Ecuador,1985,-0.07
Ecuador,1986,0.223
Ecuador,1987,1.135
Ecuador,1988,0.385
Ecuador,1989,0.034
Ecuador,1990,0.551
Ecuador,1991,0.541
Ecuador,1992,0.869
Ecuador,1993,0.559
Ecuador,1994,0.405
Ecuador,1995,0.754
Ecuador,1996,0.053
Ecuador,1997,1.302
Ecuador,1998,1.275
Ecuador,1999,0.231
Ecuador,2000,0.285
Ecuador,2001,0.49
Ecuador,2002,0.763
Ecuador,2003,0.8
Ecuador,2004,0.81
Ecuador,2005,0.772
Ecuador,2006,0.767
Ecuador,2007,0.76
Ecuador,2008,0.649
Ecuador,2009,0.917
Ecuador,2010,0.907
Ecuador,2011,0.768
Ecuador,2012,0.712
Ecuador,2013,0.562
Ecuador,2014,0.945
Ecuador,2015,1.385
Ecuador,2016,1.476
Ecuador,2017,1.084
Ecuador,2018,0.922
Ecuador,2019,1.36
Ecuador,2020,1.34
Ecuador,2021,0.776
Ecuador,2022,0.578
Ecuador,2023,1.558
Egypt,1961,-0.223
Egypt,1962,0.666
Egypt,1963,0.66
Egypt,1964,-0.384
Egypt,1965,-0.098
Egypt,1966,0.439
Egypt,1967,-0.69
Egypt,1968,-0.133
Egypt,1969,0.433
Egypt,1970,-0.086
Egypt,1971,-0.234
Egypt,1972,-0.027
Egypt,1973,-0.304
Egypt,1974,-0.123
Egypt,1975,-0.493
Egypt,1976,-0.314
Egypt,1977,-0.131
Egypt,1978,-0.289
Egypt,1979,0.561
Egypt,1980,-0.101
Egypt,1981,-0.261
Egypt,1982,-0.406
Egypt,1983,-1.121
Egypt,1984,-0.225
Egypt,1985,0.246
Egypt,1986,0.104
Egypt,1987,-0.349
Egypt,1988,0.183
Egypt,1989,-0.242
Egypt,1990,-0.12
Egypt,1991,0.377
Egypt,1992,-0.653
Egypt,1993,-0.009
Egypt,1994,0.58
Egypt,1995,0.119
Egypt,1996,0.331
Egypt,1997,-0.042
Egypt,1998,0.677
Egypt,1999,0.764
Egypt,2000,-0.015
Egypt,2001,0.62
Egypt,2002,0.772
Egypt,2003,0.661
Egypt,2004,0.577
Egypt,2005,0.439
Egypt,2006,0.634
Egypt,2007,0.506
Egypt,2008,0.834
Egypt,2009,0.826
Egypt,2010,2.239
Egypt,2011,0.541
Egypt,2012,0.853
Egypt,2013,0.97
Egypt,2014,1.171
Egypt,2015,1.124
Egypt,2016,1.311
Egypt,2017,0.518
Egypt,2018,1.993
Egypt,2019,0.935
Egypt,2020,1.021
Egypt,2021,1.639
Egypt,2022,0.566
Egypt,2023,2.011
El Salvador,1961,-0.154
El Salvador,1962,-0.315
El Salvador,1963,-0.236
El Salvador,1964,-0.1
El Salvador,1965,-0.128
El Salvador,1966,0.061
El Salvador,1967,-0.464
El Salvador,1968,-0.345
El Salvador,1969,0.269
El Salvador,1970,-0.026
El Salvador,1971,-0.252
El Salvador,1972,0.43
El Salvador,1973,0.451
El Salvador,1974,-0.255
El Salvador,1975,0.107
El Salvador,1976,-0.151
El Salvador,1977,0.533
El Salvador,1978,0.267
El Salvador,1979,0.601
El Salvador,1980,0.584
El Salvador,1981,0.206
El Salvador,1982,0.498
El Salvador,1983,0.789
El Salvador,1984,0.112
El Salvador,1985,0.25
El Salvador,1986,0.266
El Salvador,1987,0.778
El Salvador,1988,0.595
El Salvador,1989,0.287
El Salvador,1990,0.53
El Salvador,1991,0.595
El Salvador,1992,0.592
El Salvador,1993,0.355
El Salvador,1994,0.702
El Salvador,1995,0.657
El Salvador,1996,0.231
El Salvador,1997,0.925
El Salvador,1998,1.001
El Salvador,1999,0.446
El Salvador,2000,0.427
El Salvador,2001,0.669
El Salvador,2002,0.894
El Salvador,2003,1.078
El Salvador,2004,0.834
El Salvador,2005,0.641
El Salvador,2006,0.636
El Salvador,2007,0.512
El Salvador,2008,0.266
El Salvador,2009,0.865
El Salvador,2010,0.567
El Salvador,2011,0.559
El Salvador,2012,0.698
El Salvador,2013,0.697
El Salvador,2014,0.738
El Salvador,2015,1.378
El Salvador,2016,1.483
El Salvador,2017,0.937
El Salvador,2018,0.977
El Salvador,2019,1.16
El Salvador,2020,1.641
El Salvador,2021,1.22
El Salvador,2022,0.931
El Salvador,2023,1.646
England,1961,0.492
England,1962,-0.735
England,1963,-0.869
England,1964,0.022
England,1965,-0.579
England,1966,-0.142
England,1967,0.215
England,1968,-0.07
England,1969,-0.213
England,1970,-0.077
England,1971,0.249
England,1972,-0.061
England,1973,0.197
England,1974,-0.068
England,1975,0.599
England,1976,0.723
England,1977,-0.329
England,1978,0.061
England,1979,-0.791
England,1980,-0.03
England,1981,0.166
England,1982,0.108
England,1983,0.338
England,1984,0.328
England,1985,-0.532
England,1986,-0.604
England,1987,-0.293
England,1988,0.296
England,1989,1.133
England,1990,1.005
England,1991,0.197
England,1992,0.512
England,1993,-0.024
England,1994,0.406
England,1995,1.114
England,1996,-0.146
England,1997,0.877
England,1998,0.855
England,1999,1.126
England,2000,0.714
England,2001,0.622
England,2002,1.003
England,2003,1.185
England,2004,1.026
England,2005,1.108
England,2006,1.241
England,2007,1.327
England,2008,0.829
England,2009,0.942
England,2010,-0.065
England,2011,0.837
England,2012,0.565
England,2013,0.357
England,2014,1.712
England,2015,0.607
England,2016,1.155
England,2017,1.419
England,2018,0.994
England,2019,1.23
England,2020,1.372
England,2021,0.929
England,2022,1.912
England,2023,1.482
Equatorial Guinea,1961,-0.14
Equatorial Guinea,1962,-0.055
Equatorial Guinea,1963,0.245
Equatorial Guinea,1964,-0.148
Equatorial Guinea,1965,-0.173
Equatorial Guinea,1966,0.121
Equatorial Guinea,1967,-0.088
Equatorial Guinea,1968,-0.088
Equatorial Guinea,1969,0.082
Equatorial Guinea,1970,0.218
Equatorial Guinea,1971,-0.144
Equatorial Guinea,1972,-0.103
Equatorial Guinea,1973,0.437
Equatorial Guinea,1974,-0.191
Equatorial Guinea,1975,-0.208
Equatorial Guinea,1976,-0.367
Equatorial Guinea,1977,0.141
Equatorial Guinea,1978,-0.043
Equatorial Guinea,1979,0.337
Equatorial Guinea,1980,0.294
Equatorial Guinea,1981,0.071
Equatorial Guinea,1982,-0.12
Equatorial Guinea,1983,0.127
Equatorial Guinea,1984,0.195
Equatorial Guinea,1985,-0.025
Equatorial Guinea,1986,-0.089
Equatorial Guinea,1987,0.379
Equatorial Guinea,1988,0.294
Equatorial Guinea,1989,-0.031
Equatorial Guinea,1990,0.14
Equatorial Guinea,1991,NaN
Equatorial Guinea,1992,-0.225
Equatorial Guinea,1993,0.068
Equatorial Guinea,1994,0.29
Equatorial Guinea,1995,0.931
Equatorial Guinea,1996,0.478
Equatorial Guinea,1997,NaN
Equatorial Guinea,1998,1.005
Equatorial Guinea,1999,0.526
Equatorial Guinea,2000,0.362
Equatorial Guinea,2001,0.36
Equatorial Guinea,2002,0.622
Equatorial Guinea,2003,0.901
Equatorial Guinea,2004,0.765
Equatorial Guinea,2005,0.783
Equatorial Guinea,2006,0.649
Equatorial Guinea,2007,0.824
Equatorial Guinea,2008,0.693
Equatorial Guinea,2009,0.817
Equatorial Guinea,2010,1.093
Equatorial Guinea,2011,0.767
Equatorial Guinea,2012,0.731
Equatorial Guinea,2013,0.777
Equatorial Guinea,2014,0.937
Equatorial Guinea,2015,0.88
Equatorial Guinea,2016,1.498
Equatorial Guinea,2017,1.276
Equatorial Guinea,2018,0.833
Equatorial Guinea,2019,1.365
Equatorial Guinea,2020,1.278
Equatorial Guinea,2021,1.008
Equatorial Guinea,2022,0.982
Equatorial Guinea,2023,1.005
Eritrea,1961,NaN
Eritrea,1962,NaN
Eritrea,1963,NaN
Eritrea,1964,NaN
Eritrea,1965,NaN
Eritrea,1966,NaN
Eritrea,1967,NaN
Eritrea,1968,NaN
Eritrea,1969,NaN
Eritrea,1970,NaN
Eritrea,1971,NaN
Eritrea,1972,NaN
Eritrea,1973,NaN
Eritrea,1974,NaN
Eritrea,1975,NaN
Eritrea,1976,NaN
Eritrea,1977,NaN
Eritrea,1978,NaN
Eritrea,1979,NaN
Eritrea,1980,NaN
Eritrea,1981,NaN
Eritrea,1982,NaN
Eritrea,1983,NaN
Eritrea,1984,NaN
Eritrea,1985,NaN
Eritrea,1986,NaN
Eritrea,1987,NaN
Eritrea,1988,NaN
Eritrea,1989,NaN
Eritrea,1990,NaN
Eritrea,1991,NaN
Eritrea,1992,NaN
Eritrea,1993,NaN
Eritrea,1994,NaN
Eritrea,1995,NaN
Eritrea,1996,-0.031
Eritrea,1997,0.167
Eritrea,1998,0.309
Eritrea,1999,0.652
Eritrea,2000,0.402
Eritrea,2001,0.349
Eritrea,2002,0.976
Eritrea,2003,0.608
Eritrea,2004,0.955
Eritrea,2005,0.699
Eritrea,2006,0.817
Eritrea,2007,0.186
Eritrea,2008,0.989
Eritrea,2009,1.667
Eritrea,2010,1.527
Eritrea,2011,1.378
Eritrea,2012,1.361
Eritrea,2013,1.071
Eritrea,2014,0.748
Eritrea,2015,1.588
Eritrea,2016,0.9
Eritrea,2017,1.236
Eritrea,2018,0.927
Eritrea,2019,0.542
Eritrea,2020,NaN
Eritrea,2021,0.964
Eritrea,2022,0.088
Eritrea,2023,NaN
Estonia,1961,NaN
Estonia,1962,NaN
Estonia,1963,NaN
Estonia,1964,NaN
Estonia,1965,NaN
Estonia,1966,NaN
Estonia,1967,NaN
Estonia,1968,NaN
Estonia,1969,NaN
Estonia,1970,NaN
Estonia,1971,NaN
Estonia,1972,NaN
Estonia,1973,NaN
Estonia,1974,NaN
Estonia,1975,NaN
Estonia,1976,NaN
Estonia,1977,NaN
Estonia,1978,NaN
Estonia,1979,NaN
Estonia,1980,NaN
Estonia,1981,NaN
Estonia,1982,NaN
Estonia,1983,NaN
Estonia,1984,NaN
Estonia,1985,NaN
Estonia,1986,NaN
Estonia,1987,NaN
Estonia,1988,NaN
Estonia,1989,NaN
Estonia,1990,NaN
Estonia,1991,NaN
Estonia,1992,1.602
Estonia,1993,0.56
Estonia,1994,0.362
Estonia,1995,1.743
Estonia,1996,-0.364
Estonia,1997,0.917
Estonia,1998,0.524
Estonia,1999,1.506
Estonia,2000,2.046
Estonia,2001,1.817
Estonia,2002,1.46
Estonia,2003,0.208
Estonia,2004,1.154
Estonia,2005,1.583
Estonia,2006,1.25
Estonia,2007,2.255
Estonia,2008,2.587
Estonia,2009,1.604
Estonia,2010,0.53
Estonia,2011,1.29
Estonia,2012,1.45
Estonia,2013,1.165
Estonia,2014,2.414
Estonia,2015,2.349
Estonia,2016,1.914
Estonia,2017,1.482
Estonia,2018,2.394
Estonia,2019,2.194
Estonia,2020,3.598
Estonia,2021,2.135
Estonia,2022,1.974
Estonia,2023,2.175
Eswatini,1961,0.237
Eswatini,1962,0.413
Eswatini,1963,-0.228
Eswatini,1964,-0.014
Eswatini,1965,-0.265
Eswatini,1966,0.248
Eswatini,1967,-0.3
Eswatini,1968,-0.461
Eswatini,1969,0.293
Eswatini,1970,0.446
Eswatini,1971,-0.019
Eswatini,1972,-0.408
Eswatini,1973,0.1
Eswatini,1974,-0.245
Eswatini,1975,-0.371
Eswatini,1976,-0.46
Eswatini,1977,0.286
Eswatini,1978,0.187
Eswatini,1979,0.225
Eswatini,1980,-0.139
Eswatini,1981,-0.437
Eswatini,1982,0.09
Eswatini,1983,0.832
Eswatini,1984,-0.119
Eswatini,1985,0.432
Eswatini,1986,0.183
Eswatini,1987,0.433
Eswatini,1988,0.485
Eswatini,1989,0.014
Eswatini,1990,0.181
Eswatini,1991,0.434
Eswatini,1992,1.067
Eswatini,1993,0.675
Eswatini,1994,-0.057
Eswatini,1995,0.536
Eswatini,1996,-0.12
Eswatini,1997,0.168
Eswatini,1998,0.879
Eswatini,1999,0.377
Eswatini,2000,-0.231
Eswatini,2001,0.389
Eswatini,2002,0.608
Eswatini,2003,0.79
Eswatini,2004,0.68
Eswatini,2005,0.97
Eswatini,2006,0.089
Eswatini,2007,0.825
Eswatini,2008,0.307
Eswatini,2009,0.082
Eswatini,2010,0.919
Eswatini,2011,0.903
Eswatini,2012,0.311
Eswatini,2013,0.173
Eswatini,2014,0.341
Eswatini,2015,0.899
Eswatini,2016,0.91
Eswatini,2017,0.698
Eswatini,2018,1.113
Eswatini,2019,1.59
Eswatini,2020,0.563
Eswatini,2021,0.4
Eswatini,2022,1.077
Eswatini,2023,0.746
Ethiopia,1961,NaN
Ethiopia,1962,NaN
Ethiopia,1963,NaN
Ethiopia,1964,NaN
Ethiopia,1965,NaN
Ethiopia,1966,NaN
Ethiopia,1967,NaN
Ethiopia,1968,NaN
Ethiopia,1969,NaN
Ethiopia,1970,NaN
Ethiopia,1971,NaN
Ethiopia,1972,NaN
Ethiopia,1973,NaN
Ethiopia,1974,NaN
Ethiopia,1975,NaN
Ethiopia,1976,NaN
Ethiopia,1977,NaN
Ethiopia,1978,NaN
Ethiopia,1979,NaN
Ethiopia,1980,NaN
Ethiopia,1981,NaN
Ethiopia,1982,NaN
Ethiopia,1983,NaN
Ethiopia,1984,NaN
Ethiopia,1985,NaN
Ethiopia,1986,NaN
Ethiopia,1987,NaN
Ethiopia,1988,NaN
Ethiopia,1989,NaN
Ethiopia,1990,NaN
Ethiopia,1991,NaN
Ethiopia,1992,NaN
Ethiopia,1993,0.077
Ethiopia,1994,0.403
Ethiopia,1995,0.617
Ethiopia,1996,0.583
Ethiopia,1997,0.515
Ethiopia,1998,0.701
Ethiopia,1999,0.249
Ethiopia,2000,0.51
Ethiopia,2001,0.75
Ethiopia,2002,1.09
Ethiopia,2003,1.106
Ethiopia,2004,0.844
Ethiopia,2005,1.127
Ethiopia,2006,1.019
Ethiopia,2007,0.918
Ethiopia,2008,0.858
Ethiopia,2009,1.371
Ethiopia,2010,1.271
Ethiopia,2011,1.18
Ethiopia,2012,1.063
Ethiopia,2013,1.236
Ethiopia,2014,1.164
Ethiopia,2015,1.463
Ethiopia,2016,1.524
Ethiopia,2017,1.338
Ethiopia,2018,0.729
Ethiopia,2019,1.064
Ethiopia,2020,1.045
Ethiopia,2021,1.21
Ethiopia,2022,1.167
Ethiopia,2023,1.198
Europe,1961,0.881
Europe,1962,0.302
Europe,1963,0.103
Europe,1964,-0.522
Europe,1965,-0.433
Europe,1966,0.724
Europe,1967,0.167
Europe,1968,0.041
Europe,1969,-1.016
Europe,1970,0.184
Europe,1971,0.258
Europe,1972,-0.158
Europe,1973,0.164
Europe,1974,0.012
Europe,1975,0.831
Europe,1976,-0.569
Europe,1977,0.178
Europe,1978,-0.179
Europe,1979,0.125
Europe,1980,-0.079
Europe,1981,0.651
Europe,1982,0.098
Europe,1983,0.925
Europe,1984,0.262
Europe,1985,-0.618
Europe,1986,0.24
Europe,1987,-0.582
Europe,1988,0.472
Europe,1989,1.017
Europe,1990,1.238
Europe,1991,0.577
Europe,1992,0.468
Europe,1993,0.747
Europe,1994,0.694
Europe,1995,1.826
Europe,1996,0.565
Europe,1997,1.09
Europe,1998,0.176
Europe,1999,0.575
Europe,2000,1.325
Europe,2001,0.933
Europe,2002,1.487
Europe,2003,0.952
Europe,2004,1.263
Europe,2005,1.516
Europe,2006,0.656
Europe,2007,2.287
Europe,2008,2.001
Europe,2009,1.212
Europe,2010,0.791
Europe,2011,1.523
Europe,2012,1.767
Europe,2013,1.091
Europe,2014,1.812
Europe,2015,2.092
Europe,2016,2.264
Europe,2017,1.946
Europe,2018,1.987
Europe,2019,2.08
Europe,2020,3.332
Europe,2021,1.583
Europe,2022,2.215
Europe,2023,2.435
Falkland Islands,1961,-0.351
Falkland Islands,1962,0.401
Falkland Islands,1963,-0.286
Falkland Islands,1964,-0.082
Falkland Islands,1965,0.178
Falkland Islands,1966,-0.606
Falkland Islands,1967,0.011
Falkland Islands,1968,0.286
Falkland Islands,1969,-0.348
Falkland Islands,1970,0.203
Falkland Islands,1971,-0.223
Falkland Islands,1972,-0.505
Falkland Islands,1973,0.219
Falkland Islands,1974,0.211
Falkland Islands,1975,0.128
Falkland Islands,1976,-0.223
Falkland Islands,1977,-0.089
Falkland Islands,1978,0.228
Falkland Islands,1979,0.644
Falkland Islands,1980,0.186
Falkland Islands,1981,0.186
Falkland Islands,1982,NaN
Falkland Islands,1983,NaN
Falkland Islands,1984,NaN
Falkland Islands,1985,NaN
Falkland Islands,1986,NaN
Falkland Islands,1987,NaN
Falkland Islands,1988,NaN
Falkland Islands,1989,NaN
Falkland Islands,1990,NaN
Falkland Islands,1991,NaN
Falkland Islands,1992,NaN
Falkland Islands,1993,NaN
Falkland Islands,1994,NaN
Falkland Islands,1995,NaN
Falkland Islands,1996,NaN
Falkland Islands,1997,NaN
Falkland Islands,1998,NaN
Falkland Islands,1999,NaN
Falkland Islands,2000,NaN
Falkland Islands,2001,NaN
Falkland Islands,2002,NaN
Falkland Islands,2003,NaN
Falkland Islands,2004,NaN
Falkland Islands,2005,NaN
Falkland Islands,2006,NaN
Falkland Islands,2007,NaN
Falkland Islands,2008,NaN
Falkland Islands,2009,NaN
Falkland Islands,2010,NaN
Falkland Islands,2011,NaN
Falkland Islands,2012,NaN
Falkland Islands,2013,NaN
Falkland Islands,2014,NaN
Falkland Islands,2015,NaN
Falkland Islands,2016,NaN
Falkland Islands,2017,NaN
Falkland Islands,2018,NaN
Falkland Islands,2019,NaN
Falkland Islands,2020,NaN
Falkland Islands,2021,NaN
Falkland Islands,2022,NaN
Falkland Islands,2023,NaN
Faroe Islands,1961,0.635
Faroe Islands,1962,-0.475
Faroe Islands,1963,-0.052
Faroe Islands,1964,0.482
Faroe Islands,1965,-0.35
Faroe Islands,1966,-0.39
Faroe Islands,1967,-0.117
Faroe Islands,1968,-0.248
Faroe Islands,1969,-0.342
Faroe Islands,1970,-0.508
Faroe Islands,1971,0.246
Faroe Islands,1972,0.673
Faroe Islands,1973,-0.049
Faroe Islands,1974,0.501
Faroe Islands,1975,-0.024
Faroe Islands,1976,0.508
Faroe Islands,1977,-0.314
Faroe Islands,1978,-0.122
Faroe Islands,1979,-0.898
Faroe Islands,1980,0.003
Faroe Islands,1981,-0.412
Faroe Islands,1982,0.163
Faroe Islands,1983,-0.341
Faroe Islands,1984,0.406
Faroe Islands,1985,-0.212
Faroe Islands,1986,-0.233
Faroe Islands,1987,0.104
Faroe Islands,1988,0.166
Faroe Islands,1989,0.389
Faroe Islands,1990,0.639
Faroe Islands,1991,0.939
Faroe Islands,1992,0.632
Faroe Islands,1993,0.076
Faroe Islands,1994,-0.032
Faroe Islands,1995,-0.177
Faroe Islands,1996,0.323
Faroe Islands,1997,0.867
Faroe Islands,1998,0.65
Faroe Islands,1999,0.552
Faroe Islands,2000,0.258
Faroe Islands,2001,0.517
Faroe Islands,2002,1.089
Faroe Islands,2003,1.657
Faroe Islands,2004,1.073
Faroe Islands,2005,0.529
Faroe Islands,2006,1.176
Faroe Islands,2007,0.992
Faroe Islands,2008,0.928
Faroe Islands,2009,1.482
Faroe Islands,2010,0.297
Faroe Islands,2011,1.094
Faroe Islands,2012,0.402
Faroe Islands,2013,0.636
Faroe Islands,2014,1.807
Faroe Islands,2015,0.855
Faroe Islands,2016,0.845
Faroe Islands,2017,1.53
Faroe Islands,2018,0.871
Faroe Islands,2019,0.912
Faroe Islands,2020,0.877
Faroe Islands,2021,1.03
Faroe Islands,2022,1.289
Faroe Islands,2023,0.63
Fiji,1961,0.266
Fiji,1962,-0.04
Fiji,1963,-0.002
Fiji,1964,0.23
Fiji,1965,-0.593
Fiji,1966,-0.238
Fiji,1967,-0.248
Fiji,1968,-0.072
Fiji,1969,-0.096
Fiji,1970,0.081
Fiji,1971,0.087
Fiji,1972,-0.262
Fiji,1973,0.402
Fiji,1974,0.151
Fiji,1975,0.133
Fiji,1976,-0.076
Fiji,1977,-0.127
Fiji,1978,-0.032
Fiji,1979,0.088
Fiji,1980,0.123
Fiji,1981,0.09
Fiji,1982,0.043
Fiji,1983,-0.03
Fiji,1984,0.214
Fiji,1985,0.151
Fiji,1986,-0.316
Fiji,1987,-0.018
Fiji,1988,0.605
Fiji,1989,-0.024
Fiji,1990,0.06
Fiji,1991,-0.134
Fiji,1992,-0.117
Fiji,1993,-0.475
Fiji,1994,-0.304
Fiji,1995,0.215
Fiji,1996,0.269
Fiji,1997,0.008
Fiji,1998,0.633
Fiji,1999,0.404
Fiji,2000,0.547
Fiji,2001,0.561
Fiji,2002,0.549
Fiji,2003,0.441
Fiji,2004,0.359
Fiji,2005,0.5
Fiji,2006,0.466
Fiji,2007,0.832
Fiji,2008,0.367
Fiji,2009,0.119
Fiji,2010,0.7
Fiji,2011,0.688
Fiji,2012,0.401
Fiji,2013,0.761
Fiji,2014,0.612
Fiji,2015,0.569
Fiji,2016,1.006
Fiji,2017,1.067
Fiji,2018,0.653
Fiji,2019,0.846
Fiji,2020,1.03
Fiji,2021,0.857
Fiji,2022,1.078
Fiji,2023,0.769
Finland,1961,1.894
Finland,1962,-0.33
Finland,1963,-0.396
Finland,1964,0.342
Finland,1965,-0.262
Finland,1966,-1.8
Finland,1967,1.091
Finland,1968,-1.631
Finland,1969,-0.476
Finland,1970,-0.626
Finland,1971,-0.446
Finland,1972,0.938
Finland,1973,1.143
Finland,1974,1.122
Finland,1975,1.893
Finland,1976,-0.876
Finland,1977,-0.228
Finland,1978,-0.524
Finland,1979,-0.752
Finland,1980,-0.379
Finland,1981,-0.237
Finland,1982,-0.153
Finland,1983,0.968
Finland,1984,0.764
Finland,1985,-1.167
Finland,1986,-0.175
Finland,1987,-1.649
Finland,1988,0.586
Finland,1989,2.184
Finland,1990,1.257
Finland,1991,1.142
Finland,1992,1.171
Finland,1993,0.947
Finland,1994,0.153
Finland,1995,1.705
Finland,1996,0.142
Finland,1997,0.788
Finland,1998,0.078
Finland,1999,1.167
Finland,2000,2.031
Finland,2001,1.377
Finland,2002,1.179
Finland,2003,0.717
Finland,2004,1.239
Finland,2005,2.209
Finland,2006,1.21
Finland,2007,1.952
Finland,2008,2.135
Finland,2009,1.699
Finland,2010,0.243
Finland,2011,1.352
Finland,2012,1.539
Finland,2013,1.426
Finland,2014,2.591
Finland,2015,2.614
Finland,2016,2.153
Finland,2017,1.488
Finland,2018,2.16
Finland,2019,1.454
Finland,2020,3.321
Finland,2021,1.942
Finland,2022,2.062
Finland,2023,1.888
France,1961,0.835
France,1962,-0.297
France,1963,-0.946
France,1964,0.033
France,1965,-0.618
France,1966,0.427
France,1967,0.501
France,1968,-0.073
France,1969,0.02
France,1970,-0.097
France,1971,-0.164
France,1972,-0.326
France,1973,0.049
France,1974,-0.087
France,1975,0.473
France,1976,0.356
France,1977,0.004
France,1978,-0.226
France,1979,-0.195
France,1980,-0.228
France,1981,0.078
France,1982,0.794
France,1983,0.704
France,1984,-0.099
France,1985,-0.351
France,1986,-0.017
France,1987,-0.011
France,1988,0.759
France,1989,1.262
France,1990,1.571
France,1991,0.236
France,1992,0.64
France,1993,0.31
France,1994,1.532
France,1995,1.315
France,1996,0.179
France,1997,1.229
France,1998,0.938
France,1999,1.197
France,2000,1.173
France,2001,1.393
France,2002,1.055
France,2003,1.8
France,2004,0.974
France,2005,1.021
France,2006,1.312
France,2007,1.407
France,2008,0.991
France,2009,1.207
France,2010,0.391
France,2011,1.526
France,2012,1.212
France,2013,0.705
France,2014,2.036
France,2015,1.586
France,2016,1.764
France,2017,1.764
France,2018,2.007
